V,J,w,dprime,P,th,R,Ptilde(y1),Jtilde,M,
       -21.9395,         1.4557,         0.6978,         0.0195,         0.5273,         7.0321,         0.4918,         0.3512,         1.4557,  1552,
       -21.9381,         1.4550,         0.6984,         0.0195,         0.5272,         7.0275,         0.4913,         0.3512,         1.4550,  1552,
       -21.9366,         1.4544,         0.6991,         0.0195,         0.5271,         7.0229,         0.4907,         0.3512,         1.4544,  1552,
       -21.9351,         1.4537,         0.6804,         0.0195,         0.5270,         7.0184,         0.4902,         0.3512,         1.4537,  1552,
       -21.9337,         1.4530,         0.6811,         0.0195,         0.5269,         7.0140,         0.4897,         0.3508,         1.4530,  1553,
       -21.9322,         1.4524,         0.6817,         0.0195,         0.5269,         7.0097,         0.4892,         0.3508,         1.4524,  1553,
       -21.9308,         1.4517,         0.6824,         0.0195,         0.5268,         7.0053,         0.4887,         0.3508,         1.4517,  1553,
       -21.9293,         1.4510,         0.6830,         0.0195,         0.5267,         7.0010,         0.4882,         0.3508,         1.4510,  1553,
       -21.9279,         1.4504,         0.6837,         0.0195,         0.5266,         6.9966,         0.4877,         0.3508,         1.4504,  1553,
       -21.9264,         1.4497,         0.6843,         0.0195,         0.5265,         6.9922,         0.4872,         0.3508,         1.4497,  1553,
       -21.9249,         1.4491,         0.6850,         0.0195,         0.5264,         6.9878,         0.4867,         0.3504,         1.4491,  1554,
       -21.9235,         1.4484,         0.6857,         0.0195,         0.5263,         6.9834,         0.4861,         0.3504,         1.4484,  1554,
       -21.9220,         1.4477,         0.6863,         0.0195,         0.5262,         6.9790,         0.4856,         0.3504,         1.4477,  1554,
       -21.9206,         1.4471,         0.6870,         0.0195,         0.5261,         6.9746,         0.4851,         0.3504,         1.4471,  1554,
       -21.9191,         1.4464,         0.6877,         0.0195,         0.5260,         6.9702,         0.4846,         0.3504,         1.4464,  1554,
       -21.9177,         1.4457,         0.6883,         0.0195,         0.5259,         6.9657,         0.4841,         0.3504,         1.4457,  1554,
       -21.9162,         1.4451,         0.6890,         0.0195,         0.5259,         6.9613,         0.4836,         0.3501,         1.4451,  1555,
       -21.9147,         1.4444,         0.6897,         0.0195,         0.5258,         6.9569,         0.4831,         0.3501,         1.4444,  1555,
       -21.9133,         1.4437,         0.6903,         0.0195,         0.5257,         6.9524,         0.4826,         0.3501,         1.4437,  1555,
       -21.9118,         1.4431,         0.6910,         0.0195,         0.5256,         6.9479,         0.4821,         0.3501,         1.4431,  1555,
       -21.9104,         1.4424,         0.6917,         0.0195,         0.5255,         6.9435,         0.4816,         0.3501,         1.4424,  1555,
       -21.9089,         1.4417,         0.6923,         0.0195,         0.5254,         6.9390,         0.4810,         0.3501,         1.4417,  1555,
       -21.9075,         1.4410,         0.6930,         0.0195,         0.5253,         6.9345,         0.4805,         0.3497,         1.4410,  1556,
       -21.9060,         1.4404,         0.6937,         0.0195,         0.5252,         6.9300,         0.4800,         0.3497,         1.4404,  1556,
       -21.9045,         1.4397,         0.6944,         0.0195,         0.5251,         6.9255,         0.4795,         0.3497,         1.4397,  1556,
       -21.9031,         1.4390,         0.6951,         0.0195,         0.5250,         6.9210,         0.4790,         0.3497,         1.4390,  1556,
       -21.9016,         1.4383,         0.6957,         0.0195,         0.5249,         6.9164,         0.4785,         0.3497,         1.4383,  1556,
       -21.9002,         1.4376,         0.6964,         0.0195,         0.5248,         6.9119,         0.4780,         0.3497,         1.4376,  1556,
       -21.8987,         1.4370,         0.6971,         0.0195,         0.5247,         6.9074,         0.4775,         0.3493,         1.4370,  1557,
       -21.8973,         1.4363,         0.6978,         0.0195,         0.5246,         6.9028,         0.4770,         0.3493,         1.4363,  1557,
       -21.8958,         1.4356,         0.6985,         0.0195,         0.5245,         6.8983,         0.4765,         0.3493,         1.4356,  1557,
       -21.8943,         1.4349,         0.6992,         0.0195,         0.5244,         6.8937,         0.4759,         0.3493,         1.4349,  1557,
       -21.8929,         1.4342,         0.6999,         0.0195,         0.5243,         6.8891,         0.4754,         0.3493,         1.4342,  1557,
       -21.8914,         1.4335,         0.7006,         0.0195,         0.5242,         6.8845,         0.4749,         0.3493,         1.4335,  1557,
       -21.8900,         1.4328,         0.7012,         0.0195,         0.5242,         6.8800,         0.4744,         0.3489,         1.4328,  1558,
       -21.8885,         1.4321,         0.7019,         0.0195,         0.5241,         6.8754,         0.4739,         0.3489,         1.4321,  1558,
       -21.8871,         1.4314,         0.7026,         0.0195,         0.5240,         6.8707,         0.4734,         0.3489,         1.4314,  1558,
       -21.8856,         1.4307,         0.7033,         0.0195,         0.5239,         6.8661,         0.4729,         0.3489,         1.4307,  1558,
       -21.8841,         1.4300,         0.7040,         0.0195,         0.5238,         6.8615,         0.4724,         0.3489,         1.4300,  1558,
       -21.8827,         1.4293,         0.7047,         0.0195,         0.5237,         6.8569,         0.4719,         0.3489,         1.4293,  1558,
       -21.8812,         1.4286,         0.7054,         0.0195,         0.5236,         6.8522,         0.4714,         0.3486,         1.4286,  1559,
       -21.8798,         1.4279,         0.7061,         0.0195,         0.5235,         6.8476,         0.4709,         0.3486,         1.4279,  1559,
       -21.8783,         1.4272,         0.7068,         0.0195,         0.5234,         6.8429,         0.4704,         0.3486,         1.4272,  1559,
       -21.8769,         1.4265,         0.7075,         0.0195,         0.5233,         6.8382,         0.4698,         0.3486,         1.4265,  1559,
       -21.8754,         1.4258,         0.7052,         0.0195,         0.5232,         6.8336,         0.4693,         0.3486,         1.4258,  1559,
       -21.8739,         1.4251,         0.7059,         0.0195,         0.5231,         6.8289,         0.4688,         0.3482,         1.4251,  1560,
       -21.8725,         1.4244,         0.7066,         0.0195,         0.5230,         6.8243,         0.4683,         0.3482,         1.4244,  1560,
       -21.8710,         1.4237,         0.7073,         0.0195,         0.5229,         6.8196,         0.4678,         0.3482,         1.4237,  1560,
       -21.8696,         1.4230,         0.7080,         0.0195,         0.5228,         6.8149,         0.4673,         0.3482,         1.4230,  1560,
       -21.8681,         1.4223,         0.7087,         0.0195,         0.5227,         6.8103,         0.4668,         0.3482,         1.4223,  1560,
       -21.8667,         1.4216,         0.7094,         0.0195,         0.5226,         6.8056,         0.4663,         0.3482,         1.4216,  1560,
       -21.8652,         1.4209,         0.7101,         0.0195,         0.5225,         6.8009,         0.4658,         0.3478,         1.4209,  1561,
       -21.8637,         1.4202,         0.7108,         0.0195,         0.5224,         6.7962,         0.4653,         0.3478,         1.4202,  1561,
       -21.8623,         1.4195,         0.7115,         0.0195,         0.5223,         6.7914,         0.4648,         0.3474,         1.4195,  1562,
       -21.8608,         1.4187,         0.7122,         0.0195,         0.5222,         6.7867,         0.4643,         0.3474,         1.4187,  1562,
       -21.8594,         1.4180,         0.7129,         0.0195,         0.5221,         6.7820,         0.4638,         0.3474,         1.4180,  1562,
       -21.8579,         1.4173,         0.7137,         0.0195,         0.5220,         6.7772,         0.4633,         0.3474,         1.4173,  1562,
       -21.8565,         1.4166,         0.7144,         0.0195,         0.5219,         6.7725,         0.4628,         0.3471,         1.4166,  1563,
       -21.8550,         1.4159,         0.7151,         0.0195,         0.5218,         6.7677,         0.4622,         0.3471,         1.4159,  1563,
       -21.8535,         1.4152,         0.7120,         0.0195,         0.5217,         6.7630,         0.4617,         0.3471,         1.4152,  1563,
       -21.8521,         1.4144,         0.7128,         0.0195,         0.5216,         6.7582,         0.4612,         0.3471,         1.4144,  1563,
       -21.8506,         1.4137,         0.7135,         0.0195,         0.5215,         6.7535,         0.4607,         0.3471,         1.4137,  1563,
       -21.8492,         1.4130,         0.7142,         0.0195,         0.5214,         6.7487,         0.4602,         0.3471,         1.4130,  1563,
       -21.8477,         1.4123,         0.7149,         0.0195,         0.5213,         6.7440,         0.4597,         0.3467,         1.4123,  1564,
       -21.8463,         1.4116,         0.7156,         0.0195,         0.5212,         6.7392,         0.4592,         0.3467,         1.4116,  1564,
